data_label,respondent_id,department,tenure_band,location,role_level,business_unit,construct,score
SYNTHETIC DATA,R04049,Operations,5-10 years,Aarhus,Individual contributor,BU21,wellbeing,3.0
SYNTHETIC DATA,R04050,Sales,1-3 years,Pune,Individual contributor,BU12,wellbeing,3.142857142857143
SYNTHETIC DATA,R04051,Sales,3-5 years,Pune,Individual contributor,BU02,wellbeing,2.5
SYNTHETIC DATA,R04052,Sales,<1 year,Aarhus,Individual contributor,BU19,wellbeing,4.0
SYNTHETIC DATA,R04053,Sales,10+ years,Hamburg,Team lead,BU17,wellbeing,3.857142857142857
SYNTHETIC DATA,R04054,Operations,5-10 years,Rostock,Individual contributor,BU20,wellbeing,3.4285714285714284
SYNTHETIC DATA,R04055,Sales,1-3 years,Pune,Team lead,BU17,wellbeing,4.625
SYNTHETIC DATA,R04056,Service,3-5 years,Pune,Team lead,BU01,wellbeing,3.7142857142857144
SYNTHETIC DATA,R04057,Operations,10+ years,Pune,Individual contributor,BU18,wellbeing,4.125
SYNTHETIC DATA,R04058,Operations,5-10 years,Pune,Team lead,BU05,wellbeing,5.0
SYNTHETIC DATA,R04059,Supply Chain,<1 year,Aarhus,Team lead,BU05,wellbeing,3.75
SYNTHETIC DATA,R04060,Finance,1-3 years,Pune,Individual contributor,BU10,wellbeing,4.75
SYNTHETIC DATA,R04061,Engineering,10+ years,Remote,Senior manager,BU10,wellbeing,4.0
SYNTHETIC DATA,R04062,Operations,5-10 years,Remote,Individual contributor,BU05,wellbeing,4.166666666666667
SYNTHETIC DATA,R04063,Supply Chain,1-3 years,Pune,Individual contributor,BU12,wellbeing,3.625
SYNTHETIC DATA,R04064,Engineering,5-10 years,Aarhus,Team lead,BU11,wellbeing,3.7142857142857144
SYNTHETIC DATA,R04065,Finance,3-5 years,Aarhus,Individual contributor,BU16,wellbeing,3.75
SYNTHETIC DATA,R04066,Engineering,1-3 years,Aarhus,Individual contributor,BU18,wellbeing,4.25
SYNTHETIC DATA,R04067,Operations,5-10 years,Rostock,Individual contributor,BU04,wellbeing,3.125
SYNTHETIC DATA,R04068,Supply Chain,5-10 years,Pune,Individual contributor,BU10,wellbeing,4.375
SYNTHETIC DATA,R04069,Sales,3-5 years,Pune,Individual contributor,BU04,wellbeing,3.125
SYNTHETIC DATA,R04070,Engineering,1-3 years,Chennai,Individual contributor,BU10,wellbeing,3.5714285714285716
SYNTHETIC DATA,R04071,Engineering,3-5 years,Pune,Manager,BU17,wellbeing,4.125
SYNTHETIC DATA,R04072,Supply Chain,1-3 years,Pune,Senior manager,BU11,wellbeing,1.0
SYNTHETIC DATA,R04073,Service,10+ years,Aarhus,Individual contributor,BU05,wellbeing,4.375
SYNTHETIC DATA,R04074,Service,10+ years,Aarhus,Individual contributor,BU13,wellbeing,2.5
SYNTHETIC DATA,R04075,Operations,10+ years,Remote,Manager,BU08,wellbeing,3.8333333333333335
SYNTHETIC DATA,R04076,Service,5-10 years,Aarhus,Team lead,BU22,wellbeing,3.75
SYNTHETIC DATA,R04077,HR,5-10 years,Chennai,Individual contributor,BU06,wellbeing,3.375
SYNTHETIC DATA,R04078,Supply Chain,3-5 years,Rostock,Individual contributor,BU02,wellbeing,1.625
SYNTHETIC DATA,R04079,Service,10+ years,Pune,Individual contributor,BU22,wellbeing,3.5714285714285716
SYNTHETIC DATA,R04080,Operations,10+ years,Pune,Individual contributor,BU10,wellbeing,3.625
SYNTHETIC DATA,R04081,Finance,5-10 years,Remote,Individual contributor,BU21,wellbeing,2.75
SYNTHETIC DATA,R04082,Finance,<1 year,Hamburg,Individual contributor,BU18,wellbeing,4.714285714285714
SYNTHETIC DATA,R04083,Supply Chain,1-3 years,Pune,Individual contributor,BU13,wellbeing,2.375
SYNTHETIC DATA,R04084,Operations,5-10 years,Chennai,Individual contributor,BU10,wellbeing,4.25
SYNTHETIC DATA,R04085,Engineering,10+ years,Aarhus,Individual contributor,BU03,wellbeing,3.625
SYNTHETIC DATA,R04086,Service,10+ years,Rostock,Individual contributor,BU04,wellbeing,2.75
SYNTHETIC DATA,R04087,Sales,<1 year,Pune,Team lead,BU21,wellbeing,4.5
SYNTHETIC DATA,R04088,Service,3-5 years,Rostock,Individual contributor,BU23,wellbeing,3.5
SYNTHETIC DATA,R04089,Service,10+ years,Hamburg,Team lead,BU11,wellbeing,2.5
SYNTHETIC DATA,R04090,Supply Chain,3-5 years,Aarhus,Individual contributor,BU19,wellbeing,3.75
SYNTHETIC DATA,R04091,Service,5-10 years,Rostock,Individual contributor,BU22,wellbeing,3.25
SYNTHETIC DATA,R04092,Engineering,3-5 years,Remote,Team lead,BU05,wellbeing,3.25
SYNTHETIC DATA,R04093,Supply Chain,1-3 years,Pune,Team lead,BU09,wellbeing,4.25
SYNTHETIC DATA,R04094,Engineering,3-5 years,Rostock,Team lead,BU15,wellbeing,4.25
SYNTHETIC DATA,R04095,Engineering,<1 year,Pune,Individual contributor,BU24,wellbeing,4.5
SYNTHETIC DATA,R04096,Engineering,1-3 years,Chennai,Individual contributor,BU08,wellbeing,3.625
SYNTHETIC DATA,R04097,Service,3-5 years,Remote,Individual contributor,BU01,wellbeing,4.142857142857143
SYNTHETIC DATA,R04098,Finance,1-3 years,Pune,Individual contributor,BU03,wellbeing,2.75
SYNTHETIC DATA,R04099,Service,5-10 years,Rostock,Team lead,BU24,wellbeing,2.75
SYNTHETIC DATA,R04100,Supply Chain,1-3 years,Pune,Individual contributor,BU20,wellbeing,3.25
SYNTHETIC DATA,R04101,Operations,<1 year,Hamburg,Team lead,BU06,wellbeing,3.4285714285714284
SYNTHETIC DATA,R04102,Engineering,1-3 years,Hamburg,Individual contributor,BU15,wellbeing,2.25
SYNTHETIC DATA,R04103,Service,1-3 years,Hamburg,Individual contributor,BU11,wellbeing,4.857142857142857
SYNTHETIC DATA,R04104,Finance,1-3 years,Remote,Manager,BU08,wellbeing,2.75
SYNTHETIC DATA,R04105,Engineering,1-3 years,Remote,Individual contributor,BU09,wellbeing,3.375
SYNTHETIC DATA,R04106,Operations,10+ years,Rostock,Individual contributor,BU11,wellbeing,4.428571428571429
SYNTHETIC DATA,R04107,Operations,10+ years,Pune,Manager,BU19,wellbeing,2.125
SYNTHETIC DATA,R04108,Supply Chain,3-5 years,Remote,Individual contributor,BU16,wellbeing,3.7142857142857144
SYNTHETIC DATA,R04109,Service,1-3 years,Pune,Team lead,BU10,wellbeing,4.25
SYNTHETIC DATA,R04110,Supply Chain,3-5 years,Pune,Team lead,BU22,wellbeing,4.0
SYNTHETIC DATA,R04111,Engineering,1-3 years,Remote,Individual contributor,BU03,wellbeing,1.75
SYNTHETIC DATA,R04112,Engineering,10+ years,Hamburg,Individual contributor,BU18,wellbeing,1.7142857142857142
SYNTHETIC DATA,R04113,Operations,1-3 years,Pune,Individual contributor,BU11,wellbeing,4.125
SYNTHETIC DATA,R04114,Operations,1-3 years,Aarhus,Team lead,BU09,wellbeing,3.0
SYNTHETIC DATA,R04115,Engineering,5-10 years,Pune,Individual contributor,BU23,wellbeing,3.125
SYNTHETIC DATA,R04116,Service,3-5 years,Pune,Team lead,BU07,wellbeing,4.857142857142857
SYNTHETIC DATA,R04117,Service,3-5 years,Pune,Team lead,BU20,wellbeing,3.25
SYNTHETIC DATA,R04118,Finance,1-3 years,Rostock,Individual contributor,BU14,wellbeing,3.625
SYNTHETIC DATA,R04119,Engineering,5-10 years,Remote,Individual contributor,BU14,wellbeing,3.0
SYNTHETIC DATA,R04120,Engineering,3-5 years,Hamburg,Manager,BU22,wellbeing,4.625
SYNTHETIC DATA,R04121,Service,<1 year,Remote,Senior manager,BU07,wellbeing,3.625
SYNTHETIC DATA,R04122,Operations,<1 year,Rostock,Individual contributor,BU09,wellbeing,3.75
SYNTHETIC DATA,R04123,Service,1-3 years,Rostock,Team lead,BU22,wellbeing,3.875
SYNTHETIC DATA,R04124,Engineering,<1 year,Chennai,Manager,BU14,wellbeing,2.5
SYNTHETIC DATA,R04125,Supply Chain,5-10 years,Remote,Individual contributor,BU03,wellbeing,2.0
SYNTHETIC DATA,R04126,Engineering,1-3 years,Rostock,Individual contributor,BU19,wellbeing,3.375
SYNTHETIC DATA,R04127,Sales,5-10 years,Chennai,Individual contributor,BU16,wellbeing,2.75
SYNTHETIC DATA,R04128,Finance,1-3 years,Pune,Individual contributor,BU22,wellbeing,4.625
SYNTHETIC DATA,R04129,Supply Chain,10+ years,Hamburg,Individual contributor,BU14,wellbeing,4.142857142857143
SYNTHETIC DATA,R04130,Supply Chain,5-10 years,Hamburg,Manager,BU10,wellbeing,3.75
SYNTHETIC DATA,R04131,HR,3-5 years,Rostock,Individual contributor,BU22,wellbeing,4.25
SYNTHETIC DATA,R04132,HR,3-5 years,Hamburg,Individual contributor,BU24,wellbeing,3.0
SYNTHETIC DATA,R04133,Supply Chain,<1 year,Hamburg,Individual contributor,BU17,wellbeing,4.875
SYNTHETIC DATA,R04134,Finance,1-3 years,Pune,Individual contributor,BU14,wellbeing,3.875
SYNTHETIC DATA,R04136,Service,3-5 years,Hamburg,Team lead,BU02,wellbeing,3.7142857142857144
SYNTHETIC DATA,R04137,Operations,1-3 years,Chennai,Individual contributor,BU22,wellbeing,3.25
SYNTHETIC DATA,R04138,Operations,<1 year,Rostock,Team lead,BU23,wellbeing,3.857142857142857
SYNTHETIC DATA,R04139,Engineering,1-3 years,Pune,Individual contributor,BU23,wellbeing,3.4285714285714284
SYNTHETIC DATA,R04140,Supply Chain,1-3 years,Remote,Individual contributor,BU15,wellbeing,3.857142857142857
SYNTHETIC DATA,R04141,Sales,1-3 years,Chennai,Individual contributor,BU23,wellbeing,2.0
SYNTHETIC DATA,R04142,Service,<1 year,Pune,Individual contributor,BU09,wellbeing,3.875
SYNTHETIC DATA,R04143,Finance,1-3 years,Chennai,Team lead,BU11,wellbeing,3.875
SYNTHETIC DATA,R04144,Engineering,3-5 years,Aarhus,Individual contributor,BU21,wellbeing,3.0
SYNTHETIC DATA,R04145,Service,5-10 years,Rostock,Individual contributor,BU13,wellbeing,3.4285714285714284
SYNTHETIC DATA,R04146,Service,10+ years,Hamburg,Team lead,BU10,wellbeing,4.571428571428571
SYNTHETIC DATA,R04147,Engineering,1-3 years,Pune,Manager,BU08,wellbeing,4.5
SYNTHETIC DATA,R04148,Engineering,<1 year,Hamburg,Individual contributor,BU09,wellbeing,3.375
SYNTHETIC DATA,R04149,Engineering,<1 year,Aarhus,Individual contributor,BU16,wellbeing,4.5
SYNTHETIC DATA,R04150,Supply Chain,5-10 years,Hamburg,Team lead,BU16,wellbeing,4.75
SYNTHETIC DATA,R04152,HR,1-3 years,Hamburg,Individual contributor,BU02,wellbeing,3.25
SYNTHETIC DATA,R04153,Service,<1 year,Pune,Manager,BU04,wellbeing,3.375
SYNTHETIC DATA,R04154,Service,1-3 years,Hamburg,Individual contributor,BU05,wellbeing,4.142857142857143
SYNTHETIC DATA,R04155,Service,5-10 years,Hamburg,Individual contributor,BU07,wellbeing,3.4285714285714284
SYNTHETIC DATA,R04156,Service,10+ years,Hamburg,Manager,BU20,wellbeing,3.5
SYNTHETIC DATA,R04157,Service,1-3 years,Remote,Senior manager,BU01,wellbeing,3.3333333333333335
SYNTHETIC DATA,R04158,Engineering,5-10 years,Remote,Individual contributor,BU16,wellbeing,4.0
SYNTHETIC DATA,R04159,Service,1-3 years,Aarhus,Manager,BU18,wellbeing,1.875
SYNTHETIC DATA,R04160,Service,<1 year,Hamburg,Individual contributor,BU21,wellbeing,3.2857142857142856
SYNTHETIC DATA,R04161,Supply Chain,1-3 years,Chennai,Manager,BU17,wellbeing,3.75
SYNTHETIC DATA,R04162,Supply Chain,1-3 years,Hamburg,Individual contributor,BU09,wellbeing,2.5
SYNTHETIC DATA,R04163,Service,<1 year,Pune,Individual contributor,BU05,wellbeing,4.375
SYNTHETIC DATA,R04164,Sales,10+ years,Hamburg,Manager,BU04,wellbeing,3.0
SYNTHETIC DATA,R04165,Sales,5-10 years,Rostock,Individual contributor,BU01,wellbeing,4.0
SYNTHETIC DATA,R04166,Service,<1 year,Pune,Team lead,BU09,wellbeing,3.625
SYNTHETIC DATA,R04167,Operations,5-10 years,Pune,Individual contributor,BU10,wellbeing,4.25
SYNTHETIC DATA,R04168,Operations,5-10 years,Chennai,Individual contributor,BU18,wellbeing,2.75
SYNTHETIC DATA,R04169,HR,10+ years,Hamburg,Individual contributor,BU04,wellbeing,3.25
SYNTHETIC DATA,R04170,Engineering,<1 year,Remote,Individual contributor,BU14,wellbeing,3.7142857142857144
SYNTHETIC DATA,R04171,HR,10+ years,Chennai,Team lead,BU04,wellbeing,3.375
SYNTHETIC DATA,R04172,Engineering,1-3 years,Pune,Team lead,BU12,wellbeing,2.625
SYNTHETIC DATA,R04173,Service,3-5 years,Chennai,Individual contributor,BU23,wellbeing,1.625
SYNTHETIC DATA,R04174,Engineering,3-5 years,Pune,Team lead,BU23,wellbeing,2.75
SYNTHETIC DATA,R04175,Operations,5-10 years,Remote,Team lead,BU08,wellbeing,4.0
SYNTHETIC DATA,R04176,Engineering,5-10 years,Remote,Individual contributor,BU08,wellbeing,3.7142857142857144
SYNTHETIC DATA,R04177,Operations,<1 year,Remote,Manager,BU22,wellbeing,2.875
SYNTHETIC DATA,R04178,Supply Chain,3-5 years,Pune,Manager,BU01,wellbeing,4.125
SYNTHETIC DATA,R04179,Sales,<1 year,Rostock,Individual contributor,BU22,wellbeing,3.25
SYNTHETIC DATA,R04180,Engineering,1-3 years,Pune,Manager,BU22,wellbeing,4.625
SYNTHETIC DATA,R04181,Operations,1-3 years,Rostock,Individual contributor,BU18,wellbeing,4.0
SYNTHETIC DATA,R04183,Engineering,3-5 years,Remote,Individual contributor,BU13,wellbeing,3.0
SYNTHETIC DATA,R04184,Engineering,10+ years,Pune,Individual contributor,BU15,wellbeing,3.75
SYNTHETIC DATA,R04185,Sales,3-5 years,Hamburg,Individual contributor,BU10,wellbeing,4.25
SYNTHETIC DATA,R04186,Supply Chain,1-3 years,Rostock,Individual contributor,BU07,wellbeing,2.875
SYNTHETIC DATA,R04187,Operations,5-10 years,Aarhus,Individual contributor,BU20,wellbeing,4.125
SYNTHETIC DATA,R04188,Engineering,3-5 years,Hamburg,Individual contributor,BU10,wellbeing,3.0
SYNTHETIC DATA,R04189,Operations,1-3 years,Hamburg,Individual contributor,BU05,wellbeing,4.285714285714286
SYNTHETIC DATA,R04190,Operations,1-3 years,Hamburg,Individual contributor,BU15,wellbeing,4.0
SYNTHETIC DATA,R04191,Operations,<1 year,Hamburg,Individual contributor,BU05,wellbeing,4.857142857142857
SYNTHETIC DATA,R04192,Engineering,<1 year,Rostock,Individual contributor,BU10,wellbeing,5.0
SYNTHETIC DATA,R04193,Engineering,3-5 years,Hamburg,Team lead,BU17,wellbeing,4.625
SYNTHETIC DATA,R04194,Service,1-3 years,Chennai,Individual contributor,BU19,wellbeing,4.875
SYNTHETIC DATA,R04195,Operations,10+ years,Aarhus,Individual contributor,BU03,wellbeing,3.875
SYNTHETIC DATA,R04196,Engineering,3-5 years,Remote,Individual contributor,BU06,wellbeing,4.125
SYNTHETIC DATA,R04197,Supply Chain,<1 year,Hamburg,Individual contributor,BU13,wellbeing,3.625
SYNTHETIC DATA,R04198,Operations,3-5 years,Remote,Manager,BU01,wellbeing,4.375
SYNTHETIC DATA,R04199,Engineering,3-5 years,Hamburg,Individual contributor,BU04,wellbeing,3.0
SYNTHETIC DATA,R04200,Service,3-5 years,Aarhus,Team lead,BU23,wellbeing,4.0
SYNTHETIC DATA,R04201,Engineering,1-3 years,Aarhus,Individual contributor,BU15,wellbeing,3.5
SYNTHETIC DATA,R04202,Sales,5-10 years,Remote,Individual contributor,BU22,wellbeing,2.875
SYNTHETIC DATA,R04203,Finance,5-10 years,Aarhus,Senior manager,BU17,wellbeing,4.625
SYNTHETIC DATA,R04204,Operations,5-10 years,Hamburg,Team lead,BU02,wellbeing,2.25
SYNTHETIC DATA,R04205,Service,3-5 years,Aarhus,Individual contributor,BU08,wellbeing,4.5
SYNTHETIC DATA,R04206,Service,3-5 years,Chennai,Team lead,BU10,wellbeing,3.25
SYNTHETIC DATA,R04207,Engineering,1-3 years,Remote,Individual contributor,BU19,wellbeing,3.5
SYNTHETIC DATA,R04208,Operations,3-5 years,Chennai,Individual contributor,BU01,wellbeing,4.0
SYNTHETIC DATA,R04209,Sales,5-10 years,Aarhus,Individual contributor,BU23,wellbeing,4.0
SYNTHETIC DATA,R04210,Operations,10+ years,Rostock,Individual contributor,BU22,wellbeing,4.75
SYNTHETIC DATA,R04211,HR,3-5 years,Rostock,Individual contributor,BU09,wellbeing,4.25
SYNTHETIC DATA,R04212,Service,<1 year,Remote,Individual contributor,BU18,wellbeing,3.375
SYNTHETIC DATA,R04213,Service,10+ years,Aarhus,Individual contributor,BU21,wellbeing,4.142857142857143
SYNTHETIC DATA,R04214,Operations,3-5 years,Hamburg,Individual contributor,BU16,wellbeing,2.857142857142857
SYNTHETIC DATA,R04215,Service,10+ years,Chennai,Individual contributor,BU04,wellbeing,3.0
SYNTHETIC DATA,R04216,Service,<1 year,Hamburg,Team lead,BU15,wellbeing,4.375
SYNTHETIC DATA,R04217,Sales,<1 year,Remote,Individual contributor,BU23,wellbeing,1.625
SYNTHETIC DATA,R04218,Engineering,3-5 years,Pune,Individual contributor,BU09,wellbeing,4.125
SYNTHETIC DATA,R04219,Service,<1 year,Pune,Individual contributor,BU14,wellbeing,3.5
SYNTHETIC DATA,R04220,Supply Chain,1-3 years,Aarhus,Individual contributor,BU16,wellbeing,4.5
SYNTHETIC DATA,R04221,Supply Chain,<1 year,Chennai,Individual contributor,BU02,wellbeing,1.375
SYNTHETIC DATA,R04222,Operations,1-3 years,Rostock,Individual contributor,BU22,wellbeing,2.8333333333333335
SYNTHETIC DATA,R04223,Engineering,5-10 years,Rostock,Individual contributor,BU10,wellbeing,3.75
SYNTHETIC DATA,R04224,Operations,5-10 years,Chennai,Individual contributor,BU13,wellbeing,3.625
SYNTHETIC DATA,R04225,HR,10+ years,Hamburg,Individual contributor,BU07,wellbeing,3.375
SYNTHETIC DATA,R04226,HR,5-10 years,Aarhus,Individual contributor,BU01,wellbeing,4.625
SYNTHETIC DATA,R04227,Finance,1-3 years,Hamburg,Individual contributor,BU05,wellbeing,3.75
SYNTHETIC DATA,R04228,Service,5-10 years,Rostock,Individual contributor,BU15,wellbeing,4.714285714285714
SYNTHETIC DATA,R04229,Operations,3-5 years,Rostock,Individual contributor,BU14,wellbeing,3.0
SYNTHETIC DATA,R04230,Service,10+ years,Remote,Individual contributor,BU10,wellbeing,3.5
SYNTHETIC DATA,R04231,Supply Chain,5-10 years,Rostock,Manager,BU17,wellbeing,3.75
SYNTHETIC DATA,R04232,Supply Chain,5-10 years,Remote,Manager,BU15,wellbeing,3.25
SYNTHETIC DATA,R04233,Sales,5-10 years,Remote,Team lead,BU22,wellbeing,4.25
SYNTHETIC DATA,R04234,Engineering,10+ years,Hamburg,Team lead,BU17,wellbeing,3.75
SYNTHETIC DATA,R04235,Engineering,5-10 years,Aarhus,Team lead,BU19,wellbeing,2.5714285714285716
SYNTHETIC DATA,R04237,Operations,10+ years,Hamburg,Individual contributor,BU23,wellbeing,3.0
SYNTHETIC DATA,R04238,Engineering,3-5 years,Chennai,Individual contributor,BU03,wellbeing,2.5
SYNTHETIC DATA,R04239,Operations,<1 year,Hamburg,Individual contributor,BU14,wellbeing,1.75
SYNTHETIC DATA,R04240,HR,3-5 years,Hamburg,Manager,BU01,wellbeing,4.25
SYNTHETIC DATA,R04241,Operations,5-10 years,Chennai,Individual contributor,BU15,wellbeing,3.375
SYNTHETIC DATA,R04242,Service,10+ years,Pune,Manager,BU08,wellbeing,4.375
SYNTHETIC DATA,R04243,Supply Chain,<1 year,Chennai,Team lead,BU07,wellbeing,2.4285714285714284
SYNTHETIC DATA,R04244,Operations,3-5 years,Chennai,Manager,BU15,wellbeing,3.875
SYNTHETIC DATA,R04245,Operations,1-3 years,Chennai,Individual contributor,BU07,wellbeing,2.375
SYNTHETIC DATA,R04246,Sales,1-3 years,Remote,Individual contributor,BU01,wellbeing,4.571428571428571
SYNTHETIC DATA,R04247,Finance,5-10 years,Rostock,Individual contributor,BU13,wellbeing,2.875
SYNTHETIC DATA,R04248,Supply Chain,1-3 years,Hamburg,Individual contributor,BU07,wellbeing,3.625
SYNTHETIC DATA,R04249,Engineering,3-5 years,Rostock,Individual contributor,BU02,wellbeing,3.875
SYNTHETIC DATA,R04250,Finance,1-3 years,Remote,Team lead,BU01,wellbeing,3.875
SYNTHETIC DATA,R04251,Engineering,<1 year,Hamburg,Manager,BU24,wellbeing,3.125
SYNTHETIC DATA,R04252,Operations,<1 year,Chennai,Team lead,BU24,wellbeing,3.0
SYNTHETIC DATA,R04253,HR,<1 year,Remote,Individual contributor,BU10,wellbeing,3.875
SYNTHETIC DATA,R04254,Operations,1-3 years,Remote,Individual contributor,BU22,wellbeing,4.625
SYNTHETIC DATA,R04256,Finance,5-10 years,Hamburg,Individual contributor,BU12,wellbeing,4.714285714285714
SYNTHETIC DATA,R04257,Engineering,3-5 years,Remote,Team lead,BU19,wellbeing,2.625
SYNTHETIC DATA,R04258,Service,3-5 years,Hamburg,Individual contributor,BU02,wellbeing,4.75
SYNTHETIC DATA,R04259,Operations,3-5 years,Pune,Individual contributor,BU06,wellbeing,4.857142857142857
SYNTHETIC DATA,R04260,Service,3-5 years,Chennai,Team lead,BU03,wellbeing,3.25
SYNTHETIC DATA,R04261,Service,3-5 years,Remote,Manager,BU21,wellbeing,4.375
SYNTHETIC DATA,R04262,Service,1-3 years,Chennai,Individual contributor,BU16,wellbeing,4.625
SYNTHETIC DATA,R04263,Sales,10+ years,Chennai,Individual contributor,BU13,wellbeing,3.625
SYNTHETIC DATA,R04264,Engineering,1-3 years,Rostock,Individual contributor,BU04,wellbeing,4.0
SYNTHETIC DATA,R04265,Service,3-5 years,Hamburg,Team lead,BU24,wellbeing,3.375
SYNTHETIC DATA,R04266,Supply Chain,1-3 years,Rostock,Manager,BU21,wellbeing,2.125
SYNTHETIC DATA,R04267,Service,3-5 years,Remote,Individual contributor,BU08,wellbeing,2.142857142857143
SYNTHETIC DATA,R04268,Sales,10+ years,Remote,Individual contributor,BU15,wellbeing,3.625
SYNTHETIC DATA,R04269,Engineering,1-3 years,Pune,Individual contributor,BU10,wellbeing,4.833333333333333
SYNTHETIC DATA,R04270,Service,5-10 years,Chennai,Individual contributor,BU24,wellbeing,3.142857142857143
SYNTHETIC DATA,R04271,Supply Chain,1-3 years,Pune,Team lead,BU07,wellbeing,1.375
SYNTHETIC DATA,R04272,Supply Chain,1-3 years,Aarhus,Manager,BU13,wellbeing,4.625
SYNTHETIC DATA,R04273,Supply Chain,5-10 years,Chennai,Team lead,BU08,wellbeing,4.5
SYNTHETIC DATA,R04274,Engineering,<1 year,Chennai,Individual contributor,BU23,wellbeing,2.625
SYNTHETIC DATA,R04275,Supply Chain,5-10 years,Pune,Senior manager,BU17,wellbeing,4.428571428571429
SYNTHETIC DATA,R04276,Finance,10+ years,Pune,Team lead,BU06,wellbeing,4.375
SYNTHETIC DATA,R04277,HR,1-3 years,Hamburg,Manager,BU02,wellbeing,4.125
SYNTHETIC DATA,R04279,Engineering,5-10 years,Aarhus,Individual contributor,BU14,wellbeing,4.375
SYNTHETIC DATA,R04280,Sales,10+ years,Pune,Team lead,BU21,wellbeing,4.375
SYNTHETIC DATA,R04281,Engineering,1-3 years,Chennai,Manager,BU16,wellbeing,4.0
SYNTHETIC DATA,R04282,Operations,10+ years,Remote,Individual contributor,BU23,wellbeing,2.625
SYNTHETIC DATA,R04283,Operations,5-10 years,Hamburg,Manager,BU09,wellbeing,2.75
SYNTHETIC DATA,R04284,Service,<1 year,Aarhus,Team lead,BU07,wellbeing,3.75
SYNTHETIC DATA,R04285,Engineering,<1 year,Aarhus,Manager,BU11,wellbeing,3.5
SYNTHETIC DATA,R04286,Operations,1-3 years,Hamburg,Individual contributor,BU01,wellbeing,4.125
SYNTHETIC DATA,R04287,Engineering,5-10 years,Rostock,Individual contributor,BU10,wellbeing,2.75
SYNTHETIC DATA,R04289,Finance,1-3 years,Pune,Individual contributor,BU19,wellbeing,4.125
SYNTHETIC DATA,R04290,Supply Chain,5-10 years,Remote,Individual contributor,BU09,wellbeing,3.125
SYNTHETIC DATA,R04291,Supply Chain,10+ years,Hamburg,Individual contributor,BU15,wellbeing,3.5
SYNTHETIC DATA,R04292,Sales,5-10 years,Hamburg,Individual contributor,BU03,wellbeing,4.0
SYNTHETIC DATA,R04293,Engineering,3-5 years,Pune,Manager,BU20,wellbeing,1.5
SYNTHETIC DATA,R04294,Service,5-10 years,Pune,Team lead,BU06,wellbeing,3.25
SYNTHETIC DATA,R04295,Finance,5-10 years,Pune,Manager,BU06,wellbeing,3.125
SYNTHETIC DATA,R04296,Sales,10+ years,Aarhus,Individual contributor,BU07,wellbeing,4.125
SYNTHETIC DATA,R04297,Service,5-10 years,Aarhus,Individual contributor,BU10,wellbeing,3.2857142857142856
SYNTHETIC DATA,R04298,Finance,1-3 years,Rostock,Individual contributor,BU22,wellbeing,2.5
SYNTHETIC DATA,R04299,Operations,10+ years,Hamburg,Manager,BU20,wellbeing,3.0
SYNTHETIC DATA,R04300,Sales,10+ years,Pune,Team lead,BU06,wellbeing,2.857142857142857
SYNTHETIC DATA,R04301,HR,3-5 years,Pune,Individual contributor,BU16,wellbeing,4.125
SYNTHETIC DATA,R04302,Operations,<1 year,Rostock,Individual contributor,BU05,wellbeing,4.875
SYNTHETIC DATA,R04303,Finance,<1 year,Aarhus,Team lead,BU04,wellbeing,2.625
SYNTHETIC DATA,R04304,Engineering,1-3 years,Aarhus,Team lead,BU06,wellbeing,1.6666666666666667
SYNTHETIC DATA,R04305,Supply Chain,10+ years,Aarhus,Individual contributor,BU16,wellbeing,4.857142857142857
SYNTHETIC DATA,R04306,Finance,5-10 years,Chennai,Individual contributor,BU02,wellbeing,2.625
SYNTHETIC DATA,R04307,Service,10+ years,Chennai,Team lead,BU11,wellbeing,3.0
SYNTHETIC DATA,R04308,Operations,10+ years,Aarhus,Individual contributor,BU06,wellbeing,2.875
SYNTHETIC DATA,R04309,Service,1-3 years,Rostock,Team lead,BU17,wellbeing,2.75
SYNTHETIC DATA,R04310,Service,5-10 years,Aarhus,Team lead,BU09,wellbeing,5.0
SYNTHETIC DATA,R04311,Sales,10+ years,Pune,Individual contributor,BU11,wellbeing,4.5
SYNTHETIC DATA,R04312,Supply Chain,5-10 years,Pune,Team lead,BU13,wellbeing,4.5
SYNTHETIC DATA,R04313,Service,10+ years,Pune,Individual contributor,BU21,wellbeing,5.0
SYNTHETIC DATA,R04314,Engineering,<1 year,Hamburg,Team lead,BU11,wellbeing,3.0
SYNTHETIC DATA,R04315,Engineering,5-10 years,Chennai,Team lead,BU18,wellbeing,1.625
SYNTHETIC DATA,R04316,Operations,5-10 years,Hamburg,Individual contributor,BU12,wellbeing,4.625
SYNTHETIC DATA,R04317,Engineering,3-5 years,Chennai,Team lead,BU08,wellbeing,4.25
SYNTHETIC DATA,R04318,Finance,1-3 years,Hamburg,Manager,BU24,wellbeing,3.625
SYNTHETIC DATA,R04319,Operations,<1 year,Pune,Individual contributor,BU07,wellbeing,4.0
SYNTHETIC DATA,R04320,Operations,10+ years,Rostock,Team lead,BU10,wellbeing,4.142857142857143
SYNTHETIC DATA,R04321,Engineering,<1 year,Rostock,Team lead,BU09,wellbeing,2.875
SYNTHETIC DATA,R04322,Sales,5-10 years,Hamburg,Individual contributor,BU04,wellbeing,3.857142857142857
SYNTHETIC DATA,R04323,Engineering,<1 year,Pune,Individual contributor,BU13,wellbeing,4.0
