respondent_id,business_unit,department,tenure_band,location,role_level,cred_01,cred_02,cred_03,cred_04,cred_05,cred_06,cred_07,cred_08,resp_01,resp_02,resp_03,resp_04,resp_05,resp_06,resp_07,resp_08,fair_01,fair_02,fair_03,fair_04,fair_05,fair_06,fair_07,fair_08,prid_01,prid_02,prid_03,prid_04,prid_05,prid_06,prid_07,prid_08,camr_01,camr_02,camr_03,camr_04,camr_05,camr_06,camr_07,camr_08,lead_01,lead_02,lead_03,lead_04,lead_05,lead_06,lead_07,lead_08,devl_01,devl_02,devl_03,devl_04,devl_05,devl_06,devl_07,devl_08,well_01,well_02,well_03,well_04,well_05,well_06,well_07,well_08,sat_01,sat_02,sat_03,sat_04
R04267,BU08,Service,3-5 years,Remote,Individual contributor,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,,4.0,,1.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,
R04268,BU15,Sales,10+ years,Remote,Individual contributor,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,3.0
R04269,BU10,Engineering,1-3 years,Pune,Individual contributor,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,,2.0,,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,,4.0,5.0,4.0,5.0
R04270,BU24,Service,5-10 years,Chennai,Individual contributor,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,,4.0,4.0,4.0,4.0
R04271,BU07,Supply Chain,1-3 years,Pune,Team lead,3.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0
R04272,BU13,Supply Chain,1-3 years,Aarhus,Manager,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,,3.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0
R04273,BU08,Supply Chain,5-10 years,Chennai,Team lead,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
R04274,BU23,Engineering,<1 year,Chennai,Individual contributor,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
R04275,BU17,Supply Chain,5-10 years,Pune,Senior manager,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,4.0,4.0,5.0
R04276,BU06,Finance,10+ years,Pune,Team lead,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0
R04277,BU02,HR,1-3 years,Hamburg,Manager,3.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0
R04278,BU04,Operations,10+ years,Hamburg,Individual contributor,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
R04279,BU14,Engineering,5-10 years,Aarhus,Individual contributor,4.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
R04280,BU21,Sales,10+ years,Pune,Team lead,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,,5.0,4.0,4.0
R04281,BU16,Engineering,1-3 years,Chennai,Manager,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
R04282,BU23,Operations,10+ years,Remote,Individual contributor,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,,1.0,4.0
R04283,BU09,Operations,5-10 years,Hamburg,Manager,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,,2.0,4.0,4.0,3.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0
R04284,BU07,Service,<1 year,Aarhus,Team lead,2.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,,5.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0
R04285,BU11,Engineering,<1 year,Aarhus,Manager,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0
R04286,BU01,Operations,1-3 years,Hamburg,Individual contributor,4.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
R04287,BU10,Engineering,5-10 years,Rostock,Individual contributor,4.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0
R04288,BU17,Sales,10+ years,Remote,Manager,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
R04289,BU19,Finance,1-3 years,Pune,Individual contributor,3.0,4.0,5.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0
R04290,BU09,Supply Chain,5-10 years,Remote,Individual contributor,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0
R04291,BU15,Supply Chain,10+ years,Hamburg,Individual contributor,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,,4.0,5.0,3.0,4.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,,4.0,3.0,2.0,,3.0,4.0,3.0,3.0,3.0,2.0
R04292,BU03,Sales,5-10 years,Hamburg,Individual contributor,4.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,,3.0,4.0,3.0
R04293,BU20,Engineering,3-5 years,Pune,Manager,1.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,
R04294,BU06,Service,5-10 years,Pune,Team lead,3.0,2.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,3.0,,1.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,,3.0
R04295,BU06,Finance,5-10 years,Pune,Manager,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,,3.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
R04296,BU07, SALES,10+ years,Aarhus,Individual contributor,5.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,3.0,3.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
R04297,BU10,Service,5-10 years,Aarhus,Individual contributor,3.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,,5.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,,,1.0,3.0,4.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0
R04298,BU22,Finance,1-3 years,Rostock,Individual contributor,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,,2.0,2.0,4.0,1.0,2.0,3.0,1.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,,1.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0
R04299,BU20,Operations,10+ years,Hamburg,Manager,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,,,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,,4.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0
R04300,BU06,Sales,10+ years,Pune,Team lead,3.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,1.0,4.0,,3.0,4.0,,3.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0
R04301,BU16,HR,3-5 years,Pune,Individual contributor,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0
R04302,BU05,Operations,<1 year,Rostock,Individual contributor,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
R04303,BU04,Finance,<1 year,Aarhus,Team lead,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,3.0,,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0
R04304,BU06,Engineering,1-3 years,Aarhus,Team lead,3.0,2.0,2.0,4.0,2.0,2.0,2.0,,2.0,,1.0,2.0,3.0,5.0,3.0,2.0,2.0,,5.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,,5.0,1.0,1.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,,2.0,1.0,,3.0,1.0,2.0,4.0,3.0,4.0,3.0
R04305,BU16,Supply Chain,10+ years,Aarhus,Individual contributor,4.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
R04306,BU02,Finance,5-10 years,Chennai,Individual contributor,3.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0
R04307,BU11,Service,10+ years,Chennai,Team lead,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,4.0,4.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,1.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0
R04308,BU06,Operations,10+ years,Aarhus,Individual contributor,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0
R04309,BU17,Service,1-3 years,Rostock,Team lead,4.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0
R04310,BU09,Service,5-10 years,Aarhus,Team lead,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,,4.0,4.0,5.0,4.0
R04311,BU11,Sales,10+ years,Pune,Individual contributor,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0
R04312,BU13,Supply Chain,5-10 years,Pune,Team lead,,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,,4.0,1.0,5.0,4.0,4.0,4.0,4.0,,4.0,5.0,2.0,5.0,,5.0,3.0,2.0,2.0,3.0
